,v,vw,o,c,h,l,t,n
10382,159501.0,157.2933,157.14,157.31,157.39,157.13,1713285600000,1477
10383,84249.0,157.3087,157.312,157.36,157.36,157.27,1713285660000,942
10384,69989.0,157.3132,157.36,157.26,157.38,157.23,1713285720000,1044
10385,109700.0,157.1954,157.2504,157.2221,157.27,157.14,1713285780000,1106
10386,170952.0,157.0068,157.2,156.91,157.2,156.8421,1713285840000,2006
10387,117785.0,156.8945,156.93,156.9699,156.9699,156.8,1713285900000,1223
10388,111194.0,156.9861,156.96,157.0384,157.06,156.92,1713285960000,1350
10389,135406.0,157.1514,157.03,157.24,157.29,157.02,1713286020000,1066
10390,180353.0,157.357,157.25,157.39,157.44,157.25,1713286080000,1401
10391,163151.0,157.5007,157.38,157.54,157.58,157.38,1713286140000,1669
10392,191949.0,157.6155,157.53,157.716,157.73,157.46,1713286200000,1911
10393,134733.0,157.7362,157.7,157.69,157.82,157.64,1713286260000,1497
10394,182996.0,157.8348,157.684,157.88,157.98,157.65,1713286320000,2129
10395,107128.0,157.9087,157.8886,157.91,157.99,157.8,1713286380000,1347
10396,119010.0,157.8871,157.9,157.8,157.9561,157.77,1713286440000,1210
10397,130139.0,157.8101,157.82,157.75,157.8885,157.71,1713286500000,1232
10398,140878.0,157.7161,157.75,157.689,157.78,157.6401,1713286560000,1167
10399,88953.0,157.6233,157.69,157.64,157.7199,157.54,1713286620000,942
10400,70538.0,157.6287,157.64,157.6079,157.68,157.58,1713286680000,985
10401,86448.0,157.5992,157.61,157.55,157.69,157.54,1713286740000,1069
10402,142994.0,157.5994,157.56,157.58,157.739,157.53,1713286800000,1573
10403,142438.0,157.6026,157.57,157.5383,157.75,157.4484,1713286860000,1652
10404,173863.0,157.4057,157.53,157.351,157.54,157.326,1713286920000,1485
10405,106560.0,157.3571,157.36,157.36,157.4099,157.3,1713286980000,1123
10406,154309.0,157.4703,157.35,157.535,157.5772,157.32,1713287040000,1405
10407,109141.0,157.5346,157.52,157.545,157.62,157.46,1713287100000,1183
10408,147904.0,157.4243,157.54,157.4503,157.61,157.3801,1713287160000,1256
10409,128854.0,157.5246,157.48,157.5766,157.6164,157.43,1713287220000,1092
10410,109358.0,157.6543,157.5781,157.66,157.72,157.565,1713287280000,1172
10411,62261.0,157.6439,157.655,157.6359,157.69,157.61,1713287340000,760
10412,134465.0,157.5547,157.635,157.52,157.64,157.47,1713287400000,1120
10413,58927.0,157.5358,157.52,157.5,157.5899,157.48,1713287460000,887
10414,169026.0,157.4237,157.49,157.2808,157.5107,157.28,1713287520000,1398
10415,142739.0,157.3273,157.29,157.4199,157.45,157.2,1713287580000,1330
10416,178329.0,157.5263,157.4194,157.48,157.6299,157.4194,1713287640000,1279
10417,190500.0,157.2994,157.48,157.2046,157.5,157.17,1713287700000,1670
10418,92884.0,157.2294,157.2,157.23,157.2899,157.19,1713287760000,1057
10419,120544.0,157.1665,157.22,157.175,157.25,157.1,1713287820000,1367
10420,145457.0,157.1069,157.165,157.105,157.2,157.02,1713287880000,1400
10421,152343.0,157.0599,157.1,157.09,157.1673,156.95,1713287940000,1758
10422,83587.0,157.037,157.08,156.96,157.125,156.957,1713288000000,932
10423,175845.0,156.9612,156.96,156.93,157.01,156.85,1713288060000,1538
10424,100080.0,156.9992,156.95,157.04,157.063,156.92,1713288120000,965
10425,106612.0,157.105,157.04,157.09,157.1864,157.03,1713288180000,1180
10426,96569.0,157.0562,157.095,157.08,157.11,157.0,1713288240000,1092
10427,105775.0,157.001,157.08,156.99,157.1,156.94,1713288300000,1291
10428,85810.0,156.9865,156.9926,156.96,157.04,156.94,1713288360000,976
10429,72744.0,157.0626,156.96,157.09,157.14,156.96,1713288420000,901
10430,125716.0,157.1955,157.1,157.25,157.279,157.04,1713288480000,1358
10431,184005.0,156.9813,157.25,156.75,157.27,156.73,1713288540000,2239
10432,506357.0,156.2488,156.8,155.93,156.85,155.84,1713288600000,7609
10433,207199.0,155.9779,155.9001,155.72,156.25,155.71,1713288660000,2696
10434,328502.0,155.838,155.73,156.21,156.29,155.62,1713288720000,3463
10435,153277.0,156.0975,156.23,156.06,156.275,155.9402,1713288780000,1839
10436,257713.0,155.8923,156.02,156.06,156.12,155.67,1713288840000,2564
10437,273538.0,156.2125,156.04,156.19,156.4,156.01,1713288900000,2979
10438,167019.0,156.3671,156.16,156.35,156.532,156.1,1713288960000,1929
10439,154877.0,156.2182,156.35,156.1101,156.43,156.04,1713289020000,1668
10440,104922.0,156.1744,156.14,156.2,156.31,156.06,1713289080000,1342
10441,152493.0,156.1358,156.18,156.32,156.33,156.0,1713289140000,1709
10442,221994.0,156.5817,156.32,156.69,156.78,156.32,1713289200000,2131
10443,123678.0,156.5516,156.68,156.37,156.69,156.33,1713289260000,1570
10444,117136.0,156.5556,156.38,156.585,156.68,156.35,1713289320000,1303
10445,91997.0,156.6246,156.6,156.6777,156.71,156.5,1713289380000,1188
10446,101820.0,156.5446,156.68,156.49,156.68,156.44,1713289440000,1323
10447,74259.0,156.5937,156.49,156.5511,156.685,156.49,1713289500000,982
10448,114891.0,156.4634,156.5801,156.4786,156.635,156.37,1713289560000,1330
10449,176215.0,156.3784,156.5,156.28,156.63,156.21,1713289620000,2043
10450,194312.0,156.2025,156.2848,156.18,156.34,156.08,1713289680000,1879
10451,168098.0,156.1214,156.2,155.98,156.31,155.966,1713289740000,2006
10452,118512.0,156.0492,155.99,156.0937,156.18,155.92,1713289800000,1336
10453,246534.0,155.7973,156.105,155.6209,156.13,155.59,1713289860000,2454
10454,187029.0,155.6175,155.63,155.69,155.76,155.5099,1713289920000,1861
10455,135180.0,155.7752,155.66,155.76,155.8816,155.63,1713289980000,1372
10456,164185.0,156.0074,155.76,156.04,156.17,155.7331,1713290040000,1915
10457,112162.0,156.0345,156.03,156.11,156.12,155.94,1713290100000,1227
10458,141044.0,156.0423,156.1,155.9697,156.14,155.9101,1713290160000,1432
10459,127827.0,155.9252,155.97,155.96,156.0,155.84,1713290220000,1367
10460,112268.0,155.9121,155.955,155.87,156.0,155.87,1713290280000,1089
10461,210240.0,156.025,155.8863,156.02,156.09,155.86,1713290340000,1318
10462,122076.0,155.8826,156.02,155.7264,156.0293,155.72,1713290400000,1508
10463,119741.0,155.7707,155.735,155.74,155.86,155.7104,1713290460000,1398
10464,162195.0,155.7648,155.74,155.795,155.92,155.66,1713290520000,1795
10465,111460.0,155.944,155.81,155.9361,156.09,155.81,1713290580000,1232
10466,137167.0,156.1159,155.95,156.15,156.23,155.942,1713290640000,1500
10467,108630.0,156.1585,156.15,156.17,156.24,156.08,1713290700000,1388
10468,127152.0,156.2381,156.17,156.3,156.33,156.155,1713290760000,1500
10469,294551.0,156.6647,156.3,156.8704,156.9,156.25,1713290820000,2413
10470,258355.0,157.1423,156.87,157.27,157.3,156.8646,1713290880000,2512
10471,238563.0,157.4904,157.28,157.595,157.64,157.28,1713290940000,2268
10472,220611.0,157.5821,157.58,157.6549,157.72,157.46,1713291000000,1920
10473,152341.0,157.6338,157.64,157.69,157.72,157.54,1713291060000,1559
10474,216842.0,157.695,157.6897,157.63,157.83,157.5901,1713291120000,2028
10475,210447.0,157.4499,157.6258,157.3555,157.64,157.29,1713291180000,1978
10476,219397.0,157.1841,157.34,157.0,157.4191,156.97,1713291240000,1992
10477,186505.0,156.8853,157.005,156.77,157.07,156.75,1713291300000,1877
10478,199064.0,156.7476,156.76,156.75,156.91,156.57,1713291360000,1853
10479,155983.0,156.694,156.8,156.7297,156.85,156.58,1713291420000,1579
10480,151549.0,156.647,156.71,156.54,156.82,156.46,1713291480000,1532
10481,123019.0,156.548,156.5452,156.5,156.62,156.43,1713291540000,1126
10482,210765.0,156.3335,156.48,156.25,156.5699,156.22,1713291600000,1840
10483,177897.0,156.1382,156.26,156.12,156.29,156.05,1713291660000,1701
10484,111125.0,156.1323,156.1133,156.13,156.21,156.07,1713291720000,1318
10485,152217.0,156.0712,156.13,156.0593,156.14,155.96,1713291780000,1953
10486,123715.0,156.0381,156.04,156.09,156.16,155.93,1713291840000,1249
10487,165710.0,156.1942,156.0804,156.19,156.28,156.05,1713291900000,1281
10488,144136.0,156.2603,156.23,156.161,156.37,156.16,1713291960000,1332
10489,186680.0,156.0233,156.17,156.0105,156.18,155.89,1713292020000,1749
10490,168726.0,155.85,156.01,155.79,156.04,155.721,1713292080000,1571
10491,122093.0,155.8498,155.815,155.84,155.94,155.7401,1713292140000,1321
10492,136397.0,155.9253,155.795,155.98,156.0,155.78,1713292200000,1285
10493,100443.0,155.9504,155.95,155.877,156.05,155.85,1713292260000,1153
10494,73592.0,155.9072,155.91,155.89,155.98,155.84,1713292320000,898
10495,128109.0,155.797,155.89,155.85,155.89,155.69,1713292380000,1491
10496,192985.0,156.0776,155.85,156.13,156.25,155.81,1713292440000,2146
10497,130050.0,156.1897,156.16,156.225,156.33,156.05,1713292500000,1341
10498,123180.0,156.2328,156.22,156.25,156.3099,156.16,1713292560000,1065
10499,109764.0,156.1675,156.24,156.15,156.27,156.0501,1713292620000,1153
10500,103796.0,156.1477,156.13,156.0601,156.28,156.0601,1713292680000,1165
10501,72409.0,156.1135,156.0601,156.15,156.18,156.06,1713292740000,887
10502,110587.0,156.2276,156.145,156.15,156.31,156.13,1713292800000,1149
10503,110818.0,156.229,156.18,156.2399,156.3,156.16,1713292860000,1145
10504,89125.0,156.2588,156.225,156.195,156.323,156.19,1713292920000,1067
10505,164767.0,156.3463,156.21,156.36,156.47,156.2,1713292980000,1525
10506,105997.0,156.3999,156.355,156.43,156.47,156.33,1713293040000,1159
10507,105419.0,156.3088,156.42,156.21,156.44,156.17,1713293100000,1179
10508,140243.0,156.1975,156.215,156.2536,156.32,156.11,1713293160000,1442
10509,81384.0,156.3046,156.28,156.35,156.39,156.23,1713293220000,1120
10510,123891.0,156.3173,156.3623,156.25,156.44,156.2401,1713293280000,1091
10511,86567.0,156.2435,156.26,156.26,156.3399,156.15,1713293340000,1045
10512,154816.0,156.4747,156.25,156.6,156.63,156.245,1713293400000,1528
10513,178725.0,156.6505,156.6,156.6914,156.75,156.54,1713293460000,1613
10514,86918.0,156.7076,156.7,156.69,156.75,156.66,1713293520000,1156
10515,101542.0,156.6315,156.7,156.6,156.7,156.575,1713293580000,1182
10516,100364.0,156.6456,156.6,156.75,156.75,156.57,1713293640000,1198
10517,106741.0,156.6314,156.715,156.63,156.73,156.57,1713293700000,1229
10518,67237.0,156.6341,156.6399,156.685,156.71,156.56,1713293760000,983
10519,53589.0,156.6576,156.6892,156.64,156.7,156.59,1713293820000,878
10520,73484.0,156.6165,156.63,156.565,156.68,156.5501,1713293880000,1008
10521,150474.0,156.6684,156.59,156.725,156.78,156.51,1713293940000,1453
10522,102682.0,156.6822,156.71,156.62,156.76,156.605,1713294000000,1149
10523,132990.0,156.6778,156.63,156.7807,156.81,156.55,1713294060000,1311
10524,180105.0,156.9086,156.775,156.86,157.04,156.77,1713294120000,1836
10525,201241.0,156.5962,156.87,156.45,156.88,156.42,1713294180000,1782
10526,173427.0,156.3246,156.4585,156.23,156.49,156.18,1713294240000,1556
10527,162015.0,156.2608,156.2101,156.375,156.3951,156.11,1713294300000,1455
10528,123052.0,156.3874,156.36,156.47,156.55,156.26,1713294360000,1186
10529,147893.0,156.3826,156.47,156.485,156.55,156.231,1713294420000,1589
10530,88252.0,156.5064,156.49,156.5,156.56,156.4303,1713294480000,1101
10531,79133.0,156.5172,156.5,156.47,156.5895,156.45,1713294540000,1040
10532,147510.0,156.568,156.48,156.55,156.67,156.41,1713294600000,1416
10533,148770.0,156.5266,156.56,156.59,156.66,156.4,1713294660000,1473
10534,131561.0,156.7014,156.6,156.725,156.83,156.6,1713294720000,1314
10535,83694.0,156.6915,156.72,156.68,156.7499,156.6201,1713294780000,1246
10536,68748.0,156.6521,156.68,156.655,156.69,156.62,1713294840000,1019
10537,127079.0,156.637,156.6799,156.6,156.74,156.5546,1713294900000,1605
10538,134055.0,156.5621,156.59,156.61,156.64,156.48,1713294960000,1318
10539,98669.0,156.5991,156.62,156.57,156.68,156.53,1713295020000,1122
10540,139673.0,156.7557,156.56,156.7507,156.87,156.56,1713295080000,1284
10541,105824.0,156.7887,156.76,156.85,156.874,156.72,1713295140000,1197
10542,75678.0,156.7803,156.82,156.8,156.84,156.7,1713295200000,930
10543,142314.0,156.8982,156.79,156.96,156.99,156.7455,1713295260000,1302
10544,145883.0,157.0324,156.98,157.1199,157.14,156.96,1713295320000,1545
10545,191332.0,157.1541,157.11,157.141,157.23,157.0601,1713295380000,1963
10546,105623.0,157.1,157.1399,157.06,157.16,157.06,1713295440000,1244
10547,106914.0,157.0442,157.05,157.03,157.12,156.97,1713295500000,1228
10548,108759.0,157.0096,157.02,157.1022,157.13,156.99,1713295560000,1178
10549,148872.0,157.2032,157.1,157.2906,157.3,157.1,1713295620000,1396
10550,144958.0,157.3088,157.3,157.34,157.37,157.24,1713295680000,1255
10551,122231.0,157.3139,157.3386,157.33,157.38,157.27,1713295740000,1356
10552,159291.0,157.1988,157.32,157.2724,157.32,157.08,1713295800000,1738
10553,124443.0,157.2531,157.26,157.25,157.3,157.1763,1713295860000,1424
10554,139270.0,157.2674,157.241,157.235,157.3624,157.17,1713295920000,1482
10555,108498.0,157.1935,157.23,157.1888,157.26,157.1153,1713295980000,1410
10556,218382.0,156.9831,157.185,156.8605,157.24,156.835,1713296040000,2180
10557,186408.0,156.9326,156.86,157.1,157.12,156.78,1713296100000,1745
10558,120956.0,156.9854,157.09,156.94,157.14,156.9,1713296160000,1457
10559,141478.0,157.0023,156.94,157.1,157.1399,156.86,1713296220000,1579
10560,109564.0,157.1053,157.1101,157.175,157.19,157.04,1713296280000,1243
10561,83892.0,157.1012,157.17,157.06,157.18,157.05,1713296340000,1131
10562,150489.0,157.0229,157.055,157.0999,157.0999,156.95,1713296400000,1844
10563,146363.0,157.0168,157.08,156.895,157.0839,156.87,1713296460000,1576
10564,170953.0,156.8704,156.9,156.81,156.93,156.81,1713296520000,1867
10565,213870.0,156.9114,156.81,157.035,157.04,156.8,1713296580000,2505
10566,116814.0,157.0431,157.02,157.05,157.09,156.98,1713296640000,1470
10567,166979.0,157.1392,157.07,157.1848,157.23,157.0409,1713296700000,1842
10568,141419.0,157.1574,157.18,157.07,157.23,157.07,1713296760000,2189
10569,169729.0,157.0035,157.06,156.965,157.11,156.9,1713296820000,2106
10570,97951.0,157.0101,156.96,157.01,157.06,156.93,1713296880000,1454
10571,136247.0,157.084,157.0,157.08,157.15,157.0,1713296940000,1801
10572,218628.0,157.2275,157.07,157.22,157.3,157.06,1713297000000,2697
10573,213531.0,157.2404,157.21,157.24,157.33,157.18,1713297060000,2144
10574,195685.0,157.3253,157.238,157.34,157.39,157.21,1713297120000,2283
10575,200217.0,157.2933,157.34,157.295,157.34,157.25,1713297180000,2412
10576,277945.0,157.3459,157.3,157.39,157.48,157.3,1713297240000,2992
10577,364479.0,157.5842,157.4,157.535,157.68,157.38,1713297300000,3696
10578,305522.0,157.3372,157.535,157.23,157.55,157.21,1713297360000,3295
10579,428072.0,157.2876,157.23,157.28,157.41,157.15,1713297420000,4092
10580,372017.0,157.1872,157.26,157.11,157.29,157.1,1713297480000,4452
10581,849269.0,157.0777,157.11,157.09,157.15,156.99,1713297540000,7371
10582,322883.0,157.1042,157.11,157.11,157.11,157.0,1713297600000,282
10583,28515.0,157.0332,157.1398,156.89,157.19,156.88,1713297660000,303
10584,9144.0,157.0986,156.9114,157.0509,157.1598,156.9114,1713297720000,120
10585,5134.0,157.0355,157.09,157.0,157.09,157.0,1713297780000,105
10586,8089.0,156.8985,157.0,156.98,157.0,156.84,1713297840000,159
10587,34025.0,157.0813,156.91,156.94,157.11,156.88,1713297900000,121
10588,2249.0,156.96,156.95,156.93,157.0,156.91,1713297960000,89
10589,41987.0,157.1077,156.99,157.1,157.11,156.99,1713298020000,66
10590,2756.0,157.0797,157.1,157.05,157.1,157.05,1713298080000,71
10591,3012.0,157.0105,157.09,157.0,157.09,157.0,1713298140000,124
10592,7163.0,156.956,156.97,157.0,157.0,156.92,1713298200000,107
10593,1631.0,156.9597,156.96,156.9979,156.9979,156.91,1713298260000,78
10594,10231.0,156.4,156.235422,156.99,156.99,156.235422,1713298320000,104
10595,4454.0,156.9282,156.91,157.0,157.0,156.91,1713298380000,77
10596,2959.0,157.0112,157.0559,157.0,157.0559,157.0,1713298440000,75
10597,3693.0,157.0691,157.07,157.08,157.08,157.0,1713298500000,72
10598,1594.0,157.0627,157.06,157.0876,157.0876,157.049,1713298560000,64
10599,2465.0,157.0732,157.05,157.09,157.09,157.05,1713298620000,83
10600,1331.0,157.0767,157.09,157.09,157.09,157.08,1713298680000,83
10601,5097.0,157.0122,157.01,157.06,157.07,156.9622,1713298740000,126
10602,11024.0,157.0659,157.11,157.05,157.11,157.0,1713298800000,76
10603,5147.0,156.9714,157.04,156.99,157.04,156.95,1713298860000,105
10604,4329.0,156.9911,156.9228,157.0,157.0,156.9228,1713298920000,72
10605,6162.0,156.9537,156.98,157.0,157.0,156.9214,1713298980000,87
10606,1698.0,156.9361,156.93,156.9302,156.9302,156.93,1713299100000,66
10607,1131.0,156.9724,156.937,157.0,157.0,156.937,1713299160000,54
10608,6022.0,156.9223,156.96,156.9199,156.96,156.9007,1713299220000,124
10609,1032.0,156.9336,156.9,156.95,156.95,156.9,1713299280000,60
10610,1453.0,156.9772,156.9221,156.97,157.0,156.9221,1713299340000,71
10611,375.0,156.9753,156.95,156.95,156.95,156.95,1713299400000,53
10612,1072.0,156.9228,156.9201,156.9201,156.9201,156.9201,1713299460000,43
10613,2861.0,156.979,156.95,156.99,156.99,156.92,1713299520000,66
10614,4842.0,156.9494,157.0,156.92,157.0,156.92,1713299580000,65
10615,1980.0,156.9995,156.99,157.01,157.01,156.99,1713299640000,64
10616,13572.0,157.1035,157.04,157.14,157.14,157.04,1713299700000,91
10617,7102.0,157.1223,157.15,157.02,157.17,157.0021,1713299760000,136
10618,1735.0,157.1607,157.14,157.18,157.18,157.14,1713299820000,50
10619,3921.0,157.2115,157.19,157.23,157.23,157.19,1713299880000,63
10620,10001.0,157.2362,157.23,157.2202,157.27,157.2202,1713299940000,92
10621,5552.0,157.1927,157.25,157.15,157.25,157.15,1713300000000,79
10622,1564.0,157.1436,157.15,157.14,157.15,157.1214,1713300060000,75
10623,974.0,157.1293,157.04,157.15,157.15,157.04,1713300120000,71
10624,1400.0,157.1901,157.2,157.2,157.25,157.18,1713300240000,58
10625,1580.0,157.1382,157.131,157.13,157.1516,157.13,1713300300000,64
10626,767.0,157.1292,157.15,157.15,157.15,157.15,1713300360000,74
10627,2032.0,157.1878,157.2,157.2,157.2,157.18,1713300420000,55
10628,17862.0,156.9462,157.01,156.92,157.14,156.81,1713300480000,365
10629,14879.0,156.9975,156.91,157.0,157.0,156.91,1713300540000,52
10630,1232.0,157.1326,157.14,157.1,157.15,157.1,1713300600000,64
10631,761.0,157.1126,157.1004,157.1,157.1004,157.1,1713300660000,57
10632,3160.0,157.0863,157.13,157.0,157.13,157.0,1713300720000,85
10633,1776.0,158.1379,157.11,157.11,157.11,157.01,1713300840000,71
10634,996.0,157.9917,157.08,157.08,157.08,157.08,1713300900000,59
10635,2097.0,157.9165,157.13,157.11,157.13,157.11,1713300960000,39
10636,1892.0,155.7253,157.13,157.13,157.15,157.13,1713301020000,62
10637,3127.0,157.902,157.15,157.1596,157.1596,157.12,1713301080000,65
10638,2511.0,156.3136,157.1103,157.12,157.189,157.1103,1713301140000,54
10639,1682.0,157.1658,157.1218,157.17,157.18,157.1218,1713301200000,34
10640,1107.0,157.1959,157.199,157.2,157.21,157.199,1713301260000,60
10641,1246.0,157.1771,157.2,157.2,157.2,157.17,1713301320000,57
10642,2053.0,157.1922,157.16,157.219,157.2196,157.12,1713301380000,67
10643,28493.0,157.1126,157.22,157.2374,157.2374,157.22,1713301440000,44
10644,1254.0,157.2354,157.239,157.25,157.25,157.239,1713301500000,65
10645,832.0,157.2648,157.28,157.28,157.28,157.28,1713301560000,52
10646,9283.0,157.3408,157.28,157.34,157.4,157.28,1713301620000,96
10647,1057.0,157.3599,157.35,157.38,157.38,157.35,1713301680000,55
10648,4319.0,157.3172,157.32,157.31,157.33,157.31,1713301740000,78
10649,2085.0,157.3214,157.32,157.32,157.32,157.32,1713301800000,39
10650,667.0,157.3291,157.32,157.32,157.32,157.32,1713301860000,44
10651,1556.0,157.3551,157.36,157.3501,157.36,157.3501,1713301920000,64
10652,1620.0,157.347,157.4,157.37,157.4,157.32,1713301980000,56
