,v,vw,o,c,h,l,t,n
32585,121.0,173.3221,173.32,173.32,173.32,173.32,1716285120000,7
32586,774.0,173.3441,173.35,173.35,173.35,173.35,1716285180000,30
32587,796.0,173.3692,173.39,173.36,173.39,173.36,1716285300000,29
32588,343.0,173.3683,173.37,173.37,173.37,173.37,1716285360000,12
32589,2108.0,173.3889,173.35,173.4,173.4,173.35,1716285420000,57
32590,1748.0,173.468,173.48,173.49,173.49,173.48,1716285480000,61
32591,553.0,173.479,173.47,173.48,173.48,173.47,1716285600000,15
32592,1369.0,173.4975,173.5,173.5,173.5,173.5,1716285720000,34
32593,767.0,173.5919,173.58,173.6,173.6,173.58,1716286020000,20
32594,1017.0,173.5951,173.57,173.57,173.57,173.57,1716286080000,40
32595,325.0,173.5603,173.57,173.55,173.57,173.55,1716286140000,12
32596,1514.0,173.5899,173.64,173.64,173.64,173.64,1716286200000,50
32597,860.0,173.5432,173.54,173.54,173.54,173.54,1716286260000,19
32598,148.0,173.5977,173.6,173.6,173.6,173.6,1716286320000,6
32599,483.0,173.5433,173.54,173.54,173.54,173.54,1716286380000,29
32600,561.0,173.5259,173.53,173.53,173.53,173.53,1716286500000,19
32601,526.0,173.552,173.52,173.52,173.52,173.52,1716286620000,25
32602,383.0,173.5333,173.53,173.53,173.53,173.53,1716286680000,16
32603,1238.0,173.5948,173.6,173.6,173.6,173.6,1716286800000,30
32604,494.0,173.6334,173.62,173.64,173.64,173.62,1716286860000,19
32605,3096.0,173.6417,173.65,173.66,173.67,173.6,1716286920000,78
32606,108.0,173.6031,173.6,173.6,173.6,173.6,1716286980000,7
32607,1404.0,173.6522,173.65,173.64,173.67,173.64,1716287280000,29
32608,637.0,173.7068,173.71,173.71,173.71,173.71,1716287400000,22
32609,1599.0,173.749,173.74,173.72,173.8,173.72,1716287460000,46
32610,1584.0,173.8049,173.73,173.77,173.77,173.73,1716287520000,41
32611,770.0,173.8534,173.87,173.85,173.87,173.85,1716287640000,22
32612,2127.0,173.8985,173.86,173.9,173.94,173.86,1716287700000,45
32613,1100.0,173.9481,173.94,173.95,173.95,173.94,1716287760000,29
32614,1705.0,173.9927,173.95,174.0,174.0,173.95,1716287820000,41
32615,1388.0,173.9575,174.0,173.95,174.0,173.95,1716287880000,36
32616,1525.0,173.9052,173.91,173.9,173.91,173.9,1716288000000,30
32617,433.0,173.9066,173.91,173.91,173.91,173.91,1716288060000,21
32618,520.0,173.9151,173.91,173.91,173.91,173.91,1716288120000,12
32619,707.0,173.9399,173.95,173.92,173.95,173.92,1716288180000,15
32620,263.0,173.9295,173.93,173.93,173.93,173.93,1716288240000,12
32621,255.0,173.9102,173.91,173.91,173.91,173.91,1716288300000,8
32622,893.0,173.9369,173.92,173.93,173.93,173.92,1716288360000,22
32623,514.0,173.9558,173.95,173.95,173.95,173.95,1716288420000,13
32624,530.0,173.9438,173.96,173.96,173.96,173.96,1716288480000,26
32625,1233.0,173.908,173.9,173.88,173.9,173.88,1716288660000,46
32626,310.0,173.949,173.95,173.95,173.95,173.95,1716288840000,15
32627,5284.0,173.899,173.9,173.88,173.9,173.88,1716288900000,52
32628,1188.0,173.8584,173.88,173.85,173.88,173.85,1716288960000,69
32629,3048.0,173.955,173.94,173.92,173.98,173.92,1716289080000,52
32630,1938.0,174.0067,173.98,174.05,174.05,173.98,1716289140000,57
32631,13416.0,174.0029,174.0,174.13,174.2,173.8,1716289200000,369
32632,2946.0,174.0684,174.06,174.01,174.1,174.01,1716289260000,59
32633,2216.0,173.9819,174.01,173.9,174.01,173.9,1716289320000,51
32634,4194.0,173.9169,173.94,173.9,173.94,173.9,1716289440000,43
32635,414.0,173.9416,173.94,173.95,173.95,173.94,1716289500000,9
32636,1610.0,174.001,174.0,174.0,174.04,174.0,1716289560000,50
32637,853.0,174.0034,174.0,174.0,174.0,174.0,1716289620000,15
32638,2450.0,174.0907,174.1,174.09,174.11,174.09,1716289680000,67
32639,1830.0,174.0816,174.08,174.08,174.08,174.08,1716289740000,19
32640,3005.0,174.0636,174.08,174.06,174.08,174.02,1716289800000,61
32641,503.0,174.0535,174.06,174.06,174.06,174.06,1716290100000,18
32642,728.0,174.0385,174.03,174.03,174.03,174.03,1716290160000,18
32643,1078.0,174.0241,174.02,174.02,174.02,174.02,1716290280000,38
32644,10473.0,173.9954,174.05,173.85,174.05,173.85,1716290400000,167
32645,2650.0,173.777,173.88,173.75,173.88,173.75,1716290460000,103
32646,4893.0,173.6174,173.7,173.54,173.7,173.53,1716290520000,178
32647,3955.0,173.6283,173.6,173.67,173.67,173.6,1716290580000,71
32648,918.0,173.6914,173.7,173.7,173.7,173.7,1716290640000,27
32649,1941.0,173.6851,173.68,173.7,173.7,173.65,1716290700000,49
32650,2878.0,173.8215,173.75,173.85,173.88,173.75,1716290760000,74
32651,960.0,173.8624,173.89,173.89,173.89,173.89,1716290880000,93
32652,568.0,173.8285,173.82,173.83,173.83,173.82,1716291000000,11
32653,2028.0,173.8719,173.85,173.96,173.96,173.85,1716291060000,43
32654,3070.0,173.9614,173.9,174.0,174.0,173.9,1716291180000,50
32655,973.0,174.0162,174.02,174.0,174.02,174.0,1716291240000,32
32656,1977.0,173.9815,173.95,173.96,174.01,173.95,1716291300000,51
32657,2131.0,173.9987,174.0,174.0,174.0,174.0,1716291360000,46
32658,1638.0,174.0141,174.02,174.05,174.05,174.0,1716291420000,44
32659,189.0,174.0562,174.04,174.04,174.04,174.04,1716291480000,7
32660,3028.0,173.9939,174.0,173.97,174.0,173.97,1716291540000,62
32661,5075.0,174.0132,174.0,174.05,174.05,173.99,1716291600000,45
32662,1301.0,173.9763,174.03,173.95,174.03,173.95,1716291660000,49
32663,469.0,173.9722,173.98,173.98,173.98,173.98,1716291720000,22
32664,1417.0,173.9861,173.99,174.0,174.0,173.99,1716291780000,32
32665,651.0,173.9662,173.97,173.97,173.97,173.97,1716291960000,19
32666,802.0,173.9522,173.96,173.96,173.96,173.96,1716292020000,41
32667,2659.0,173.969,173.97,173.97,173.97,173.97,1716292080000,27
32668,4302.0,173.9946,173.97,174.0,174.0,173.97,1716292260000,55
32669,1253.0,174.0589,174.05,174.09,174.09,174.05,1716292320000,31
32670,3878.0,174.074,174.06,174.1,174.1,174.06,1716292380000,47
32671,5696.0,174.1635,174.14,174.19,174.2,174.14,1716292440000,62
32672,2506.0,174.1248,174.17,174.1,174.18,174.08,1716292500000,73
32673,2190.0,174.0524,174.06,174.0,174.1,174.0,1716292560000,65
32674,2802.0,173.994,174.0,174.0,174.0,174.0,1716292620000,38
32675,714.0,173.998,174.0,174.0,174.0,174.0,1716292680000,21
32676,3509.0,173.9503,173.95,173.95,173.95,173.95,1716292740000,28
32677,84908.0,173.9448,173.94,173.87,174.2,173.54,1716292800000,1254
32678,5308.0,174.3486,174.94,173.95,174.94,173.87,1716292860000,421
32679,16707.0,174.3981,174.26,173.95,174.87,173.95,1716292920000,587
32680,11045.0,174.6735,174.88,174.39,174.99,173.986,1716292980000,695
32681,6184.0,174.3107,174.57,174.0,174.88,174.0,1716293040000,316
32682,7492.0,174.3973,174.0,173.9956,174.99,173.95,1716293100000,254
32683,11726.0,174.5644,174.88,173.91,175.02,173.91,1716293160000,698
32684,6012.0,173.8196,173.81,173.77,173.9,173.7515,1716293220000,322
32685,1745.0,173.7816,173.7541,173.7811,173.7811,173.7541,1716293280000,53
32686,791.0,173.8323,173.82,173.85,173.85,173.8,1716293340000,34
32687,6248.0,173.8637,173.84,173.89,173.89,173.84,1716293400000,56
32688,2356.0,173.9894,173.9715,174.05,174.05,173.9715,1716293460000,69
32689,2861.0,174.058,174.08,174.1,174.1,173.99,1716293520000,70
32690,6058.0,173.9783,174.0,173.86,174.0,173.86,1716293580000,107
32691,1259.0,173.8818,173.8517,173.9,173.9,173.8517,1716293640000,62
32692,1930.0,173.8872,173.9,173.85,173.9,173.85,1716293700000,53
32693,2432.0,173.8946,173.8618,173.95,173.95,173.8526,1716293760000,48
32694,1907.0,173.9051,173.9,173.9,173.91,173.9,1716293820000,51
32695,1532.0,173.9067,173.9,173.9,173.9,173.9,1716293880000,66
32696,1773.0,173.8995,173.9,173.9,173.9,173.9,1716293940000,61
32697,1433.0,173.9381,173.95,173.9,173.95,173.9,1716294000000,52
32698,4421.0,173.9434,173.95,173.9,173.995,173.9,1716294120000,86
32699,1722.0,173.9121,173.92,173.9,173.945,173.9,1716294180000,49
32700,5684.0,173.8573,173.86,173.85,173.86,173.85,1716294240000,116
32701,9063.0,173.9218,173.86,173.95,173.97,173.86,1716294300000,123
32702,472.0,173.9294,173.86,173.93,173.93,173.86,1716294360000,29
32703,1025.0,173.9713,173.95,173.99,173.99,173.95,1716294420000,45
32704,3670.0,173.977,173.9801,173.95,174.01,173.95,1716294480000,117
32705,4339.0,173.8692,173.96,173.89,173.96,173.81,1716294540000,82
32706,8474.0,173.8026,173.85,173.816,173.88,173.75,1716294600000,239
32707,4886.0,173.7669,173.75,173.81,173.9168,173.72,1716294660000,91
32708,6225.0,173.7864,173.76,173.75,173.83,173.75,1716294720000,92
32709,4009.0,173.7813,173.84,173.75,173.84,173.75,1716294780000,81
32710,982.0,173.7431,173.75,173.72,173.8,173.72,1716294840000,61
32711,5013.0,173.7573,173.77,173.7024,173.8,173.7024,1716294900000,141
32712,1569.0,173.7201,173.7114,173.75,173.75,173.71,1716294960000,42
32713,9185.0,173.6245,173.71,173.55,173.71,173.55,1716295020000,298
32714,11813.0,173.5728,173.54,173.64,173.64,173.53,1716295080000,198
32715,2487.0,173.5972,173.61,173.5801,173.61,173.564,1716295140000,66
32716,5384.0,173.6287,173.6168,173.64,173.64,173.6101,1716295200000,60
32717,2905.0,173.674,173.7,173.6646,173.74,173.63,1716295260000,67
32718,3509.0,173.6845,173.68,173.74,173.74,173.65,1716295320000,72
32719,791.0,173.6753,173.65,173.691,173.691,173.65,1716295380000,42
32720,3390.0,173.6922,173.69,173.73,173.73,173.68,1716295440000,94
32721,4731.0,173.7669,173.7278,173.8042,173.8042,173.71,1716295500000,105
32722,1181.0,173.8063,173.8145,173.83,173.83,173.8145,1716295560000,52
32723,3770.0,173.8654,173.83,173.81,173.91,173.81,1716295620000,76
32724,20670.0,174.0047,173.83,174.2,174.22,173.8,1716295680000,395
32725,11794.0,174.1305,174.2,173.95,174.25,173.95,1716295740000,190
32726,4644.0,174.0449,174.0,174.1499,174.15,174.0,1716295800000,80
32727,11088.0,174.0135,174.07,174.0,174.1299,173.8826,1716295860000,162
32728,3384.0,174.0303,174.042,174.05,174.06,174.0,1716295920000,75
32729,1159.0,174.0297,174.0088,174.01,174.01,174.0088,1716295980000,52
32730,1532.0,174.0167,174.02,174.03,174.03,174.0,1716296040000,61
32731,4001.0,173.9748,174.0,173.95,174.0,173.95,1716296100000,114
32732,1635.0,173.9458,173.9574,173.95,173.9574,173.93,1716296160000,54
32733,2203.0,173.9015,173.94,173.84,173.94,173.84,1716296220000,103
32734,2452.0,173.8906,173.87,173.9,173.93,173.87,1716296280000,80
32735,7163.0,173.8352,173.9,173.75,173.9,173.75,1716296340000,179
32736,14788.0,173.6152,173.72,173.63,173.72,173.57,1716296400000,323
32737,10255.0,173.6241,173.57,173.65,173.7,173.57,1716296460000,221
32738,4745.0,173.7029,173.72,173.74,173.75,173.67,1716296520000,103
32739,9011.0,173.7412,173.75,173.72,173.81,173.68,1716296580000,153
32740,4119.0,173.7856,173.73,173.81,173.82,173.73,1716296640000,103
32741,1627.0,173.8122,173.81,173.81,173.8293,173.81,1716296700000,58
32742,4011.0,173.8191,173.78,173.83,173.9,173.78,1716296760000,89
32743,4075.0,173.8955,173.87,173.88,173.93,173.84,1716296820000,92
32744,4448.0,173.9236,173.84,173.96,173.97,173.84,1716296880000,85
32745,12057.0,174.006,173.93,174.07,174.07,173.8895,1716296940000,153
32746,18007.0,174.2147,174.07,174.31,174.35,174.07,1716297000000,241
32747,6768.0,174.3567,174.2945,174.31,174.42,174.2945,1716297060000,145
32748,7440.0,174.3501,174.31,174.38,174.38,174.31,1716297120000,125
32749,16528.0,174.3581,174.35,174.45,174.45,174.3,1716297180000,259
32750,20598.0,174.4682,174.43,174.5475,174.5475,174.34,1716297240000,317
32751,10160.0,174.4856,174.54,174.45,174.5497,174.45,1716297300000,189
32752,4911.0,174.3892,174.46,174.3497,174.46,174.33,1716297360000,132
32753,6113.0,174.3031,174.3,174.3,174.32,174.2583,1716297420000,150
32754,2658.0,174.3216,174.36,174.27,174.36,174.27,1716297480000,92
32755,6000.0,174.3109,174.39,174.2511,174.39,174.2511,1716297540000,144
32756,24613.0,174.4566,174.27,174.58,174.58,174.27,1716297600000,305
32757,4449.0,174.516,174.37,174.56,174.58,174.37,1716297660000,111
32758,6837.0,174.5233,174.56,174.53,174.57,174.43,1716297720000,155
32759,7633.0,174.3893,174.43,174.42,174.48,174.3,1716297780000,178
32760,8320.0,174.5013,174.396,174.66,174.66,174.396,1716297840000,143
32761,464645.0,174.9433,174.7,174.6,174.7,174.5,1716297900000,187
32762,14414.0,174.6558,174.65,174.7,174.72,174.6,1716297960000,192
32763,24024.0,174.869,174.71,174.94,175.0,174.69,1716298020000,463
32764,61609.0,175.2624,174.95,175.25,175.45,174.95,1716298080000,748
32765,39750.0,175.4466,175.21,175.59,175.59,175.21,1716298140000,589
32766,1094159.0,175.5585,175.51,175.53,176.15,174.71,1716298200000,11238
32767,780503.0,176.4189,175.63,176.64,176.97,175.35,1716298260000,7066
32768,753674.0,176.8695,176.66,177.1601,177.31,176.33,1716298320000,6288
32769,877013.0,177.6766,177.22,178.0779,178.15,177.16,1716298380000,8255
32770,792107.0,178.1642,178.0899,178.36,178.53,177.82,1716298440000,7643
32771,724505.0,178.3229,178.35,178.4572,178.58,178.07,1716298500000,7863
32772,683849.0,178.5111,178.4442,178.61,178.7513,178.27,1716298560000,7273
32773,604955.0,178.2778,178.6,178.12,178.705,177.89,1716298620000,6717
32774,416795.0,178.0337,178.1406,178.03,178.28,177.85,1716298680000,4753
32775,593610.0,177.6214,178.0062,177.6301,178.01,177.435,1716298740000,6236
32776,441703.0,177.9741,177.6347,178.1753,178.19,177.6347,1716298800000,4780
32777,576572.0,178.1883,178.1701,178.4951,178.5641,177.64,1716298860000,5971
32778,364486.0,178.4093,178.485,178.465,178.58,178.18,1716298920000,4134
32779,436911.0,178.456,178.47,178.38,178.65,178.2,1716298980000,4747
32780,388989.0,178.3462,178.4,178.63,178.63,178.14,1716299040000,4155
32781,934415.0,178.8525,178.64,179.0453,179.06,178.5001,1716299100000,9150
32782,530980.0,178.9426,179.06,178.86,179.21,178.6601,1716299160000,5269
32783,430932.0,179.0471,178.86,179.0601,179.19,178.8515,1716299220000,4319
32784,412591.0,179.1117,179.06,179.04,179.27,178.9,1716299280000,4713
32785,400745.0,178.8449,179.035,178.835,179.1,178.65,1716299340000,4426
32786,535405.0,178.4117,178.8499,178.1701,178.91,178.059,1716299400000,5396
32787,365103.0,178.2004,178.1929,178.4101,178.43,177.94,1716299460000,4010
32788,261755.0,178.3864,178.4285,178.2001,178.5365,178.16,1716299520000,2884
32789,225303.0,178.3063,178.23,178.07,178.45,178.07,1716299580000,3029
32790,433829.0,178.0652,178.06,178.33,178.38,177.81,1716299640000,4387
32791,311551.0,178.3918,178.33,178.28,178.57,178.1601,1716299700000,3123
32792,196482.0,178.3229,178.3,178.45,178.46,178.19,1716299760000,2160
32793,225267.0,178.3303,178.455,178.4479,178.48,178.11,1716299820000,2459
32794,442926.0,178.6471,178.435,178.42,178.89,178.38,1716299880000,4190
32795,398391.0,178.2413,178.4342,178.17,178.5,178.01,1716299940000,3449
32796,264307.0,178.2711,178.16,178.31,178.4799,178.04,1716300000000,2902
32797,269073.0,178.4934,178.31,178.71,178.73,178.23,1716300060000,2922
32798,586217.0,178.9631,178.725,179.1931,179.2,178.66,1716300120000,5371
32799,637982.0,179.3936,179.2,179.4858,179.53,179.1492,1716300180000,6231
32800,490848.0,179.5492,179.48,179.34,179.69,179.32,1716300240000,4890
32801,247823.0,179.3749,179.39,179.2999,179.5,179.2201,1716300300000,3173
32802,310525.0,179.1725,179.2786,179.1301,179.37,179.03,1716300360000,3100
32803,302505.0,178.9465,179.14,179.03,179.1599,178.74,1716300420000,3582
32804,199869.0,178.9929,179.0206,179.0381,179.1,178.87,1716300480000,2404
32805,203530.0,178.9756,179.0206,178.835,179.085,178.835,1716300540000,2535
32806,167824.0,178.9447,178.83,178.8793,179.05,178.82,1716300600000,2535
32807,411166.0,178.6284,178.88,178.7302,178.9,178.48,1716300660000,3834
32808,190423.0,178.5585,178.7319,178.4799,178.735,178.41,1716300720000,2456
32809,204381.0,178.5119,178.49,178.4899,178.59,178.4301,1716300780000,2460
32810,202649.0,178.5223,178.49,178.39,178.63,178.38,1716300840000,2264
32811,302939.0,178.2666,178.39,178.325,178.39,178.17,1716300900000,3072
32812,210887.0,178.346,178.32,178.39,178.48,178.21,1716300960000,2214
32813,214462.0,178.4388,178.4,178.485,178.58,178.25,1716301020000,2277
32814,140304.0,178.4436,178.505,178.39,178.55,178.3251,1716301080000,1714
32815,215575.0,178.2683,178.39,178.2742,178.4,178.15,1716301140000,2303
32816,337915.0,178.1374,178.265,177.935,178.4397,177.91,1716301200000,3651
32817,419784.0,177.7807,177.93,177.73,177.95,177.61,1716301260000,4342
32818,204560.0,177.7797,177.745,177.785,177.9,177.64,1716301320000,2246
32819,201096.0,177.6889,177.76,177.58,177.7999,177.58,1716301380000,2115
32820,228058.0,177.7011,177.5867,177.83,177.84,177.58,1716301440000,1972
32821,154559.0,177.7018,177.815,177.69,177.8293,177.61,1716301500000,1693
32822,223807.0,177.8874,177.7,177.82,177.99,177.6901,1716301560000,2152
32823,203073.0,177.951,177.8294,178.068,178.1,177.8,1716301620000,2601
32824,221464.0,178.1623,178.08,178.0931,178.27,178.0434,1716301680000,3747
32825,171829.0,178.1831,178.105,178.13,178.28,178.07,1716301740000,3597
32826,213661.0,178.0454,178.14,177.9874,178.24,177.91,1716301800000,3681
32827,206494.0,177.9515,177.9601,178.1618,178.2,177.7707,1716301860000,3518
32828,278266.0,178.2546,178.1799,178.3001,178.38,178.12,1716301920000,4315
32829,189198.0,178.1409,178.32,178.1,178.33,178.04,1716301980000,4077
32830,166335.0,178.1664,178.1,178.1001,178.297,178.06,1716302040000,3920
32831,128998.0,178.2455,178.115,178.31,178.3797,178.08,1716302100000,3351
32832,225545.0,178.3971,178.32,178.44,178.4699,178.3002,1716302160000,3804
32833,193509.0,178.4738,178.44,178.54,178.55,178.41,1716302220000,3480
32834,234457.0,178.5918,178.54,178.485,178.7,178.46,1716302280000,3843
32835,120305.0,178.4381,178.5,178.4521,178.52,178.38,1716302340000,2770
32836,182952.0,178.4563,178.45,178.58,178.6287,178.33,1716302400000,3342
32837,276288.0,178.6777,178.5728,178.6799,178.76,178.57,1716302460000,3747
32838,163531.0,178.7193,178.6783,178.665,178.82,178.61,1716302520000,3231
32839,149737.0,178.6356,178.6635,178.721,178.75,178.53,1716302580000,3885
32840,186638.0,178.495,178.73,178.4401,178.75,178.35,1716302640000,4565
32841,201092.0,178.311,178.455,178.41,178.49,178.2,1716302700000,4846
32842,218496.0,178.2295,178.43,178.1,178.445,178.0703,1716302760000,4757
32843,188086.0,178.1392,178.1003,178.3,178.36,177.96,1716302820000,4744
32844,138485.0,178.3143,178.3007,178.3804,178.3999,178.22,1716302880000,4230
32845,115381.0,178.249,178.39,178.1414,178.3995,178.13,1716302940000,3944
32846,274459.0,178.1852,178.15,178.155,178.22,178.01,1716303000000,3989
32847,184718.0,178.1464,178.14,178.31,178.34,177.962,1716303060000,4247
32848,155268.0,178.328,178.3285,178.2802,178.4199,178.25,1716303120000,4023
32849,109301.0,178.3161,178.3,178.32,178.37,178.2531,1716303180000,3399
32850,254586.0,178.4904,178.3101,178.4695,178.63,178.3101,1716303240000,4389
32851,174019.0,178.4745,178.44,178.3903,178.59,178.33,1716303300000,3622
32852,147922.0,178.2798,178.39,178.265,178.4182,178.16,1716303360000,2785
32853,106825.0,178.294,178.262,178.3635,178.37,178.19,1716303420000,2704
32854,225817.0,178.5425,178.3587,178.61,178.7294,178.355,1716303480000,3493
32855,127723.0,178.5848,178.6,178.55,178.6699,178.5,1716303540000,2801
32856,200333.0,178.6977,178.5399,178.685,178.78,178.47,1716303600000,3311
32857,172582.0,178.7485,178.6875,178.7019,178.82,178.66,1716303660000,2893
32858,163045.0,178.5866,178.69,178.5446,178.73,178.52,1716303720000,3254
32859,273815.0,178.7488,178.55,178.94,178.94,178.51,1716303780000,4094
32860,194535.0,178.8576,178.9253,178.8184,178.96,178.74,1716303840000,4082
32861,196801.0,178.8868,178.8,178.8601,178.9799,178.8,1716303900000,4397
32862,178223.0,178.8933,178.8899,178.815,178.9782,178.8101,1716303960000,4539
32863,142975.0,178.7659,178.82,178.76,178.84,178.68,1716304020000,4302
32864,160441.0,178.7084,178.7645,178.7368,178.78,178.62,1716304080000,4308
32865,145194.0,178.8051,178.7368,178.8832,178.9,178.6613,1716304140000,4047
32866,129474.0,178.8346,178.886,178.7932,178.9,178.738,1716304200000,3783
32867,117410.0,178.7639,178.77,178.78,178.82,178.6901,1716304260000,3560
32868,306624.0,178.944,178.8,178.915,179.02,178.8,1716304320000,5016
32869,211199.0,179.0294,178.91,179.0852,179.1,178.9,1716304380000,4043
32870,191322.0,178.955,179.0892,178.9576,179.09,178.87,1716304440000,3769
32871,106972.0,178.9629,178.95,178.97,179.0,178.91,1716304500000,3089
32872,89303.0,178.9281,178.96,178.94,178.9799,178.8801,1716304560000,3143
32873,158740.0,178.9296,178.932,178.98,179.0,178.8356,1716304620000,3496
32874,220649.0,179.0977,178.99,179.09,179.17,178.9839,1716304680000,4271
32875,166228.0,179.1248,179.1,179.0799,179.2,179.02,1716304740000,3728
32876,172058.0,179.1431,179.0638,179.06,179.21,179.0303,1716304800000,3693
32877,137652.0,179.1143,179.06,179.11,179.19,179.031,1716304860000,3390
32878,112153.0,179.0853,179.1,179.07,179.1794,179.06,1716304920000,3464
32879,162602.0,178.9816,179.075,178.9709,179.075,178.9,1716304980000,2867
32880,184266.0,178.8352,178.97,178.87,178.98,178.73,1716305040000,3332
32881,140300.0,178.8691,178.87,178.9076,178.94,178.73,1716305100000,2867
32882,137172.0,178.9865,178.9,179.03,179.08,178.83,1716305160000,2924
32883,93623.0,179.0058,179.02,178.975,179.06,178.95,1716305220000,2406
32884,122529.0,178.9231,178.976,178.9201,178.99,178.85,1716305280000,2576
32885,158579.0,178.9121,178.9401,178.896,179.06,178.77,1716305340000,2668
32886,147974.0,178.7908,178.89,178.7777,178.8988,178.72,1716305400000,2806
32887,186071.0,178.8938,178.77,179.0172,179.06,178.7101,1716305460000,3314
32888,133792.0,178.8649,179.0187,178.775,179.0299,178.71,1716305520000,2890
32889,111467.0,178.7839,178.776,178.8101,178.87,178.7,1716305580000,2730
32890,103947.0,178.9204,178.84,178.84,178.97,178.83,1716305640000,1289
32891,147884.0,178.732,178.84,178.715,178.8406,178.65,1716305700000,1300
32892,129036.0,178.6119,178.72,178.5515,178.7299,178.54,1716305760000,1258
32893,175258.0,178.5294,178.5555,178.48,178.6299,178.44,1716305820000,1402
32894,79781.0,178.5208,178.4986,178.535,178.5798,178.45,1716305880000,906
32895,85825.0,178.5034,178.52,178.5062,178.5644,178.41,1716305940000,901
32896,137644.0,178.4048,178.5071,178.3501,178.51,178.313,1716306000000,1087
32897,87074.0,178.356,178.3501,178.3461,178.39,178.32,1716306060000,839
32898,222479.0,178.3017,178.33,178.22,178.4481,178.1301,1716306120000,1696
32899,90762.0,178.3176,178.2154,178.358,178.38,178.2,1716306180000,1009
32900,160542.0,178.5164,178.3799,178.65,178.65,178.36,1716306240000,1278
32901,139719.0,178.631,178.6301,178.6451,178.6699,178.5751,1716306300000,1225
32902,150775.0,178.6881,178.6449,178.77,178.7899,178.55,1716306360000,1475
32903,130545.0,178.7368,178.79,178.76,178.84,178.64,1716306420000,1271
32904,64598.0,178.7924,178.73,178.7702,178.85,178.73,1716306480000,858
32905,59942.0,178.7684,178.788,178.79,178.8045,178.7,1716306540000,699
32906,84436.0,178.8078,178.8,178.8401,178.88,178.72,1716306600000,992
32907,78127.0,178.8,178.8488,178.73,178.88,178.73,1716306660000,782
32908,155875.0,178.7293,178.75,178.83,178.84,178.61,1716306720000,1294
32909,148489.0,178.9125,178.8399,178.92,178.99,178.8114,1716306780000,1385
32910,63665.0,178.8908,178.91,178.925,178.94,178.8401,1716306840000,817
32911,69904.0,178.9238,178.925,178.9264,178.95,178.86,1716306900000,766
32912,312106.0,179.1164,178.94,179.32,179.32,178.8703,1716306960000,3512
32913,208300.0,179.3205,179.3,179.377,179.39,179.2609,1716307020000,1806
32914,469288.0,179.6053,179.38,179.7301,179.84,179.3642,1716307080000,4759
32915,915677.0,179.9798,179.7399,180.08,180.13,179.7101,1716307140000,11240
32916,781245.0,180.4643,180.09,180.775,180.8085,180.07,1716307200000,7512
32917,711120.0,180.9946,180.79,180.952,181.16,180.76,1716307260000,7304
32918,438755.0,181.017,180.95,181.0399,181.15,180.83,1716307320000,3858
32919,365091.0,181.0888,181.03,181.08,181.18,181.0,1716307380000,3338
32920,477998.0,181.1627,181.0899,181.3002,181.41,180.9202,1716307440000,4417
32921,352729.0,181.231,181.33,181.0819,181.4007,181.0,1716307500000,3150
32922,308061.0,181.2464,181.0999,181.31,181.4,181.05,1716307560000,3025
32923,235214.0,181.3413,181.3295,181.25,181.4,181.25,1716307620000,2412
32924,464387.0,181.5013,181.265,181.68,181.68,181.265,1716307680000,4089
32925,495400.0,181.7666,181.68,181.868,181.91,181.61,1716307740000,4185
32926,526095.0,181.9471,181.88,182.06,182.17,181.81,1716307800000,6106
32927,383046.0,181.8185,182.0583,181.71,182.08,181.63,1716307860000,3257
32928,312211.0,181.8984,181.7,181.8941,182.06,181.69,1716307920000,2985
32929,299118.0,181.977,181.8903,182.0301,182.14,181.74,1716307980000,2901
32930,187573.0,181.9378,182.04,181.86,182.05,181.82,1716308040000,2107
32931,313743.0,181.8506,181.85,181.84,182.05,181.67,1716308100000,2754
32932,258305.0,181.9994,181.85,181.9499,182.16,181.84,1716308160000,2348
32933,294956.0,181.7604,181.9493,181.69,182.0,181.6,1716308220000,2432
32934,214648.0,181.6917,181.69,181.62,181.81,181.61,1716308280000,1955
32935,343799.0,181.5753,181.61,181.65,181.6753,181.4505,1716308340000,2907
32936,180012.0,181.5594,181.65,181.5899,181.6699,181.5,1716308400000,1594
32937,237821.0,181.4943,181.575,181.5507,181.59,181.3501,1716308460000,2096
32938,191321.0,181.5148,181.545,181.512,181.6,181.43,1716308520000,2066
32939,309165.0,181.7357,181.52,181.76,181.84,181.51,1716308580000,2494
32940,236865.0,181.8523,181.78,181.8711,181.91,181.77,1716308640000,1778
32941,203646.0,181.6716,181.86,181.605,181.8768,181.56,1716308700000,1629
32942,172846.0,181.6321,181.6299,181.7486,181.7491,181.55,1716308760000,1605
32943,240997.0,181.7581,181.74,181.865,181.88,181.58,1716308820000,1734
32944,206631.0,181.8806,181.8553,182.04,182.05,181.66,1716308880000,2274
32945,260531.0,181.9483,182.04,181.85,182.13,181.75,1716308940000,2057
32946,198428.0,181.9674,181.86,182.0821,182.09,181.85,1716309000000,1912
32947,328944.0,182.076,182.09,181.955,182.2,181.84,1716309060000,2860
32948,266661.0,181.8189,181.965,181.74,182.03,181.65,1716309120000,2055
32949,276777.0,181.6129,181.74,181.58,181.76,181.45,1716309180000,2589
32950,195498.0,181.6171,181.58,181.62,181.72,181.5,1716309240000,1572
32951,230259.0,181.5245,181.657,181.3649,181.7591,181.36,1716309300000,2142
32952,285866.0,181.3517,181.38,181.4199,181.47,181.2029,1716309360000,2406
